"domain","path","category","type","value"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[7]","decision_bank_1777492517202","String","800a13efde5c2904"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[8]","decision_bank_1777492517202","String","051836dccfb1492a"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[9]","decision_bank_1777492517202","String","78835d78532fe59d"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[10]","decision_bank_1777492517202","String","4e4fb3735e36ad11"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[11]","decision_bank_1777492517202","String","f503e8b5c49b828d"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[12]","decision_bank_1777492517202","String","meta:UnknownsAgent"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[13]","decision_bank_1777492517202","String","meta:ConflictResolutionAgent"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[14]","decision_bank_1777492517202","String","meta:PolicyScopeAgent"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[15]","decision_bank_1777492517202","String","meta:TicketReadinessAgent"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[16]","decision_bank_1777492517202","String","meta:TraceIntegrityAgent"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[17]","decision_bank_1777492517202","String","meta:AttestationReadinessAgent"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[18]","decision_bank_1777492517202","String","meta:HumanOverrideEligibilityAgent"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[19]","decision_bank_1777492517202","String","meta:SeverityClassifierAgent"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[20]","decision_bank_1777492517202","String","meta:ReplayConsistencyAgent"
"decision_runtime","decision_bank_1777492517202.json.evidence_refs[21]","decision_bank_1777492517202","String","meta:ProofConsistencyAgent"
"decision_runtime","decision_bank_1777492517202.json.metrics.authorize_score","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.metrics.analyze_score","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.metrics.block_score","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.metrics.proof_ready","decision_bank_1777492517202","Boolean","True"
"decision_runtime","decision_bank_1777492517202.json.metrics.deterministic","decision_bank_1777492517202","Boolean","True"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.domain","decision_bank_1777492517202","String","bank"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[0]","decision_bank_1777492517202","String","TransactionContextAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[1]","decision_bank_1777492517202","String","CounterpartyAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[2]","decision_bank_1777492517202","String","LiquidityExposureAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[3]","decision_bank_1777492517202","String","BehaviorShiftAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[4]","decision_bank_1777492517202","String","FraudPatternAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[5]","decision_bank_1777492517202","String","LimitPolicyAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[6]","decision_bank_1777492517202","String","AffordabilityAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[7]","decision_bank_1777492517202","String","TemporalUrgencyAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[8]","decision_bank_1777492517202","String","IdentityMismatchAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[9]","decision_bank_1777492517202","String","NarrativeConflictAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[10]","decision_bank_1777492517202","String","RecoveryPathAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.agent_votes[11]","decision_bank_1777492517202","String","BankProofAgent"
"decision_runtime","decision_bank_1777492517202.json.raw_engine.vote_count","decision_bank_1777492517202","Int32","12"
"decision_runtime","decision_bank_1777492517202.json.sigma_override","decision_bank_1777492517202","Boolean","False"
"decision_runtime","decision_bank_1777492517202.json.sigma_step.step","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.sigma_step.severity","decision_bank_1777492517202","String","S4"
"decision_runtime","decision_bank_1777492517202.json.sigma_step.z","decision_bank_1777492517202","Decimal","1.5"
"decision_runtime","decision_bank_1777492517202.json.sigma_step.z_t","decision_bank_1777492517202","Decimal","1.5"
"decision_runtime","decision_bank_1777492517202.json.sigma_step.velocity","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.sigma_step.acceleration","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.sigma_step.stability_status","decision_bank_1777492517202","String","STABLE"
"decision_runtime","decision_bank_1777492517202.json.sigma_step.violations","array_empty","array_empty",""
"decision_runtime","decision_bank_1777492517202.json.sigma_step.coherence_ok","decision_bank_1777492517202","Boolean","True"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.pass","decision_bank_1777492517202","Boolean","True"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.status","decision_bank_1777492517202","String","PASS"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_evaluated","decision_bank_1777492517202","Int32","1"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.unstable_steps","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.violations_total","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.violation_types","array_empty","array_empty",""
"decision_runtime","decision_bank_1777492517202.json.sigma_report.metrics.mean_velocity","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.metrics.total_steps","decision_bank_1777492517202","Int32","1"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.metrics.tau_max_used","decision_bank_1777492517202","Int32","5"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.metrics.accel_limit_used","decision_bank_1777492517202","Decimal","0.6"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.constraints.vanishing_acceleration","decision_bank_1777492517202","String","OK"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.constraints.velocity_band","decision_bank_1777492517202","String","OK"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.constraints.coherence_stationarity","decision_bank_1777492517202","String","OK"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_detail[0].step","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_detail[0].severity","decision_bank_1777492517202","String","S4"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_detail[0].z","decision_bank_1777492517202","Decimal","1.5"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_detail[0].z_t","decision_bank_1777492517202","Decimal","1.5"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_detail[0].velocity","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_detail[0].acceleration","decision_bank_1777492517202","Int32","0"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_detail[0].stability_status","decision_bank_1777492517202","String","STABLE"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_detail[0].violations","array_empty","array_empty",""
"decision_runtime","decision_bank_1777492517202.json.sigma_report.steps_detail[0].coherence_ok","decision_bank_1777492517202","Boolean","True"
"decision_runtime","decision_bank_1777492517202.json.sigma_report.stdout","decision_bank_1777492517202","String","V18.9 Sigma Dynamic Stability - PASS
Steps evaluated : 1
Unstable steps  : 0
Total violations: 0
Config source   : C:\Users\User\Desktop\obsidia-engine-proof-core\obsidia-x108-proofs\sigma\sigma_config.json
tau_max         : 5.0
accel_limit     : 0.6
No violations detected.
"
"decision_runtime","decision_bank_1777492527598.json.domain","decision_bank_1777492527598","String","bank"
"decision_runtime","decision_bank_1777492527598.json.market_verdict","decision_bank_1777492527598","String","ANALYZE"
"decision_runtime","decision_bank_1777492527598.json.confidence","decision_bank_1777492527598","Decimal","0.5"
"decision_runtime","decision_bank_1777492527598.json.confidence_integrity","decision_bank_1777492527598","Decimal","0.5"
"decision_runtime","decision_bank_1777492527598.json.confidence_governance","decision_bank_1777492527598","Decimal","0.95"
"decision_runtime","decision_bank_1777492527598.json.confidence_readiness","decision_bank_1777492527598","Decimal","0.66"
"decision_runtime","decision_bank_1777492527598.json.confidence_scope","decision_bank_1777492527598","String","integrity"
"decision_runtime","decision_bank_1777492527598.json.governance_scope","decision_bank_1777492527598","String","x108_decision_robustness"
"decision_runtime","decision_bank_1777492527598.json.readiness_scope","decision_bank_1777492527598","String","harmonic_integrity_governance"
"decision_runtime","decision_bank_1777492527598.json.contradictions[0]","decision_bank_1777492527598","String","URGENT_BEHAVIOR"
"decision_runtime","decision_bank_1777492527598.json.contradictions[1]","decision_bank_1777492527598","String","URGENT_BEHAVIOR"
"decision_runtime","decision_bank_1777492527598.json.contradictions[2]","decision_bank_1777492527598","String","URGENT_BEHAVIOR"
"decision_runtime","decision_bank_1777492527598.json.contradictions[3]","decision_bank_1777492527598","String","URGENT_BEHAVIOR"
"decision_runtime","decision_bank_1777492527598.json.unknowns[0]","decision_bank_1777492527598","String","TEMPORAL_LOCK_NOT_MATURE"
"decision_runtime","decision_bank_1777492527598.json.unknowns[1]","decision_bank_1777492527598","String","TEMPORAL_LOCK_NOT_MATURE"
"decision_runtime","decision_bank_1777492527598.json.unknowns[2]","decision_bank_1777492527598","String","TEMPORAL_LOCK_NOT_MATURE"
"decision_runtime","decision_bank_1777492527598.json.unknowns[3]","decision_bank_1777492527598","String","TEMPORAL_LOCK_NOT_MATURE"
"decision_runtime","decision_bank_1777492527598.json.unknowns[4]","decision_bank_1777492527598","String","TICKET_NOT_READY"
"decision_runtime","decision_bank_1777492527598.json.risk_flags[0]","decision_bank_1777492527598","String","FRAUD_PATTERN"
"decision_runtime","decision_bank_1777492527598.json.risk_flags[1]","decision_bank_1777492527598","String","FRAUD_PATTERN"
"decision_runtime","decision_bank_1777492527598.json.x108_gate","decision_bank_1777492527598","String","BLOCK"
"decision_runtime","decision_bank_1777492527598.json.reason_code","decision_bank_1777492527598","String","CONTRADICTION_THRESHOLD_REACHED"
"decision_runtime","decision_bank_1777492527598.json.severity","decision_bank_1777492527598","String","S4"
"decision_runtime","decision_bank_1777492527598.json.decision_id","decision_bank_1777492527598","String","bank-d85db2b54d7a"
"decision_runtime","decision_bank_1777492527598.json.trace_id","decision_bank_1777492527598","String","21380606-a848-4e79-9ea5-68d6c6ef4e46"
"decision_runtime","decision_bank_1777492527598.json.ticket_required","decision_bank_1777492527598","Boolean","False"
"decision_runtime","decision_bank_1777492527598.json.ticket_id","null","null",""
"decision_runtime","decision_bank_1777492527598.json.attestation_ref","decision_bank_1777492527598","String","e076c9aff56689e22907c020"
"decision_runtime","decision_bank_1777492527598.json.source","decision_bank_1777492527598","String","canonical_framework"
"decision_runtime","decision_bank_1777492527598.json.evidence_refs[0]","decision_bank_1777492527598","String","e47a240fff0baf69"
"decision_runtime","decision_bank_1777492527598.json.evidence_refs[1]","decision_bank_1777492527598","String","31100c334d58a1f4"
"decision_runtime","decision_bank_1777492527598.json.evidence_refs[2]","decision_bank_1777492527598","String","e07af98a0a87c218"
"decision_runtime","decision_bank_1777492527598.json.evidence_refs[3]","decision_bank_1777492527598","String","c6491615019db24d"
